1591980615,580125
1591980615,648116
1591980615,712122
1591980615,780117
1591980615,848101
1591980615,912314
1591980615,980020
1591980616,048026
1591980616,112275
1591980616,181110
1591980616,248098
1591980616,312052
1591980616,380149
1591980616,448114
1591980616,512044
1591980616,580089
1591980616,648036
1591980616,716118
1591980616,779996
1591980616,848814
1591980616,916110
1591980616,980109
1591980617,047934
1591980617,116075
1591980617,180344
1591980617,248233
1591980617,315988
1591980617,380040
1591980617,448243
1591980617,516182
1591980617,580174
1591980617,647965
1591980617,716055
1591980617,784140
1591980617,848008
1591980617,916227
1591980617,984162
1591980618,048097
1591980618,116081
1591980618,183973
1591980618,248152
1591980618,316189
1591980618,384173
1591980618,448033
1591980618,516260
1591980618,584117
1591980618,647904
1591980618,716014
1591980618,784064
1591980618,852066
1591980618,916095
1591980618,984049
1591980619,052017
1591980619,116128
1591980619,184075
1591980619,252171
1591980619,316300
1591980619,384156
1591980619,452001
1591980619,516048
1591980619,584180
1591980619,652220
1591980619,716209
1591980619,784220
1591980619,852078
1591980619,920172
1591980619,984020
1591980620,052081
1591980620,120251
1591980620,184103
1591980620,252281
1591980620,320108
1591980620,384074
1591980620,452181
1591980620,520191
1591980620,584059
1591980620,652108
1591980620,720275
1591980620,784109
1591980620,852028
1591980620,920031
1591980620,988310
1591980621,052225
1591980621,120230
1591980621,188000
1591980621,252094
1591980621,320065
1591980621,388207
1591980621,452342
1591980621,520108
1591980621,588056
1591980621,652069
1591980621,723017
1591980621,788200
1591980621,852040
1591980621,920112
1591980621,988129
1591980622,056191
1591980622,120109
1591980622,188036
1591980622,256097
1591980622,320180
1591980622,388057
1591980622,455945
1591980622,520209
1591980622,588212
1591980622,656135
1591980622,720104
1591980622,788220
1591980622,856194
1591980622,920095
1591980622,988100
1591980623,056109
1591980623,124356
1591980623,188078
1591980623,256087
1591980623,324209
1591980623,388110
1591980623,456070
1591980623,524204
1591980623,588377
1591980623,656151
1591980623,724066
1591980623,788114
1591980623,856225
1591980623,924218
1591980623,988094
1591980624,056117
1591980624,124187
1591980624,192200
1591980624,256055
1591980624,324097
1591980624,392161
1591980624,456334
1591980624,524071
1591980624,592077
1591980624,656178
1591980624,724196
1591980624,792093
1591980624,856128
1591980624,924205
1591980624,992367
1591980625,056186
1591980625,124115
1591980625,192180
1591980625,260345
1591980625,324105
1591980625,392248
1591980625,460068
1591980625,524105
1591980625,592056
1591980625,660021
1591980625,724274
1591980625,792141
1591980625,860047
1591980625,924107
1591980625,992175
1591980626,060146
1591980626,124250
1591980626,192067
1591980626,260281
1591980626,328160
1591980626,392038
1591980626,460080
1591980626,528104
1591980626,592184
1591980626,660041
1591980626,728061
1591980626,792186
1591980626,860155
1591980626,928056
1591980626,992220
1591980627,060329
1591980627,128178
1591980627,192189
1591980627,260089
1591980627,328227
1591980627,396160
1591980627,460210
1591980627,528291
1591980627,596080
1591980627,660142
1591980627,728088
1591980627,796079
1591980627,860289
1591980627,928169
1591980627,996038
1591980628,060270
1591980628,128227
1591980628,196200
1591980628,260109
1591980628,328250
1591980628,396241
1591980628,464206
1591980628,528034
1591980628,596096
1591980628,664121
1591980628,728156
1591980628,796095
1591980628,864093
1591980628,928201
1591980628,996173
1591980629,064088
1591980629,128179
1591980629,196094
1591980629,264216
1591980629,328191
1591980629,396135
1591980629,464221
1591980629,532208
1591980629,596122
1591980629,664150
1591980629,732213
1591980629,796124
1591980629,864139
1591980629,932137
1591980629,996274
1591980630,064262
1591980630,132121
1591980630,196293
1591980630,264257
1591980630,332291
1591980630,400095
1591980630,464174
1591980630,532268
1591980630,600266
1591980630,664116
1591980630,732167
1591980630,800244
1591980630,864085
1591980630,932133
1591980631,000173
1591980631,064291
1591980631,132217
1591980631,200145
1591980631,264271
1591980631,332281
1591980631,400298
1591980631,468154
1591980631,532216
1591980631,600280
1591980631,668259
1591980631,732159
1591980631,800155
1591980631,868248
1591980631,932164
1591980632,000204
1591980632,068150
1591980632,132284
1591980632,200214
1591980632,268184
1591980632,332160
1591980632,400254
1591980632,468281
1591980632,536183
1591980632,600196
1591980632,668317
1591980632,736292
1591980632,800164
1591980632,868184
1591980632,936263
1591980633,000135
1591980633,068090
1591980633,136155
1591980633,200265
1591980633,268087
1591980633,336171
1591980633,400266
1591980633,468381
1591980633,536433
1591980633,604177
1591980633,668171
1591980633,736284
1591980633,804282
1591980633,868171
1591980633,936176
1591980634,004227
1591980634,068318
1591980634,136254
1591980634,204239
1591980634,268295
1591980634,336331
1591980634,404301
1591980634,468383
1591980634,536443
1591980634,604198
1591980634,672122
1591980634,736197
1591980634,804397
1591980634,872517
1591980634,936206
1591980635,004381
1591980635,072318
1591980635,136146
1591980635,204260
1591980635,272330
1591980635,336429
1591980635,404354
1591980635,472248
1591980635,536278
1591980635,604301
1591980635,672266
1591980635,740291
1591980635,804205
1591980635,872289
1591980635,940291
1591980636,004131
1591980636,072235
1591980636,140284
1591980636,204285
1591980636,272370
1591980636,340178
1591980636,404285
1591980636,472162
1591980636,540320
1591980636,604371
1591980636,672286
1591980636,740239
1591980636,808127
1591980636,872244
1591980636,940415
1591980637,008402
1591980637,072344
1591980637,140331
1591980637,208412
1591980637,272644
1591980637,340644
1591980637,408668
1591980637,472829
1591980637,540815
1591980637,608971
1591980637,672724
1591980637,740758
1591980637,808748
1591980637,876592
1591980637,940708
1591980638,008808
1591980638,076726
1591980638,140569
1591980638,208719
1591980638,276431
1591980638,340166
1591980638,408394
1591980638,476183
1591980638,540311
1591980638,608509
1591980638,676329
1591980638,740260
1591980638,808251
1591980638,876294
1591980638,944161
1591980639,008265
1591980639,076331
1591980639,144511
1591980639,208386
1591980639,276649
1591980639,344691
1591980639,408696
1591980639,476667
1591980639,544733
1591980639,609052
1591980639,676814
1591980639,744787
1591980639,808709
1591980639,876835
1591980639,944748
1591980640,012713
1591980640,076705
1591980640,144876
1591980640,212646
1591980640,276212
1591980640,344249
1591980640,412355
1591980640,476190
1591980640,544379
1591980640,613035
1591980640,676371
1591980640,744201
1591980640,812222
1591980640,876469
1591980640,944333
1591980641,012266
1591980641,080210
1591980641,144310
1591980641,212393
1591980641,280807
1591980641,344783
1591980641,412684
1591980641,480738
1591980641,544656
1591980641,613014
1591980641,680645
1591980641,744813
1591980641,812742
1591980641,880646
1591980641,944745
1591980642,012725
1591980642,080707
1591980642,148666
1591980642,212695
1591980642,280508
1591980642,348427
1591980642,412248
1591980642,480222
1591980642,548280
1591980642,613198
1591980642,680160
1591980642,748381
1591980642,812423
1591980642,880227
1591980642,948166
1591980643,012506
1591980643,080535
